number,codeinsee,codepostal,cp,etage,idagence,idannonce,idtiers,idtypechauffage,idtypecommerce,idtypecuisine,idtypepublicationsourcecouplage,naturebien,nb_chambres,nb_photos,nb_pieces,position,prix,si_balcon,si_sdEau,si_sdbain,surface,typedebien,ville
13,750120,75020,75020,0,235986,150130521,266818,0,0,0,SL,1,2,9,3,13,494000,0,0,0,54.35,Appartement,Paris 20ème
6,750117,75017,75017,0,166674,148421815,221876,0,0,équipée,SL,1,2,7,4,6,494000,0,0,0,53,Appartement,Paris 17ème
8,750113,75013,75013,0,2028,148859769,3989,0,0,0,SL,1,1,10,2,8,495000,1,0,0,43,Appartement,Paris 13ème
9,750102,75002,75002,0,203815,148986613,250691,0,0,américaine,SL,1,1,5,2,9,495000,0,0,0,37.7,Appartement,Paris 2ème
10,750110,75010,75010,0,46600,149391657,22739,0,0,séparée,SL,1,1,10,2,10,495000,0,0,0,39,Appartement,Paris 10ème
12,750115,75015,75015,0,155590,142771941,213297,0,0,coin cuisine,SL,1,1,6,2,12,495000,0,0,0,43,Appartement,Paris 15ème
0,750120,75020,75020,0,1236,150093375,28501,0,0,0,SL,1,1,7,2,0,495000,0,0,0,46,Appartement,Paris 20ème
14,750103,75003,75003,0,99957,149037661,149978,0,0,séparée,SL,1,1,14,2,14,495000,0,0,0,44.82,Appartement,Paris 3ème
8,750114,75014,75014,0,260996,145169855,282708,0,0,américaine,SL,1,1,4,2,8,495000,0,0,0,42,Appartement,Paris 14ème
9,750103,75003,75003,0,12283,145202241,694,0,0,coin cuisine,SL,1,1,8,2,9,495000,0,0,0,44.7,Appartement,Paris 3ème
10,750117,75017,75017,0,115778,147229221,172308,0,0,équipée,SL,1,1,5,2,10,495000,0,0,0,37,Appartement,Paris 17ème
14,750107,75007,75007,0,110591,147426883,166634,0,0,séparée,SL,1,1,7,2,14,495000,0,0,0,35.61,Appartement,Paris 7ème
15,750116,75116,75116,0,41421,149023985,15846,0,0,américaine,SL,1,1,8,2,15,495000,0,0,0,39,Appartement,Paris 16ème
16,750103,75003,75003,0,252492,147169433,221404,0,0,américaine équipée,SL,1,1,10,2,16,495000,0,0,0,46,Appartement,Paris 3ème
19,750103,75003,75003,0,73419,148996025,41982,0,0,séparée,SL,1,1,5,2,19,495000,0,0,0,34,Appartement,Paris 3ème
2,750111,75011,75011,0,50502,149966271,29593,0,0,séparée,SL,1,1,9,3,2,495000,0,0,0,41.68,Appartement,Paris 11ème
3,750103,75003,75003,0,239049,150001829,267221,0,0,séparée,SL,1,1,5,2,3,495000,0,0,0,33.76,Appartement,Paris 3ème
4,750120,75020,75020,0,11540,150097681,12081,0,0,-1,SL,1,1,6,2,4,495000,0,0,0,47.29,Appartement,Paris 20ème
5,750112,75012,75012,0,11632,150212485,4614,0,0,0,SL,1,1,8,2,5,495000,0,0,0,55,Appartement,Paris 12ème
6,750120,75020,75020,0,1236,150223367,28501,0,0,0,SL,1,1,9,2,6,495000,0,0,0,46,Appartement,Paris 20ème
7,750111,75011,75011,0,1236,150223371,28501,0,0,0,SL,1,1,9,2,7,495000,0,0,0,46,Appartement,Paris 11ème
13,750119,75019,75019,0,79007,149890747,110926,0,0,0,SL,1,2,5,3,13,495000,0,0,0,55,Appartement,Paris 19ème
7,750118,75018,75018,0,82271,142933081,119876,0,0,séparée,SL,1,2,8,3,7,495000,1,0,0,56,Appartement,Paris 18ème
12,750113,75013,75013,0,332035,146669191,394000,0,0,séparée,SL,1,2,9,3,12,495000,0,0,0,69,Appartement,Paris 13ème
13,750113,75013,75013,0,91510,148105903,138791,0,0,séparée,SL,1,2,8,3,13,495000,0,0,0,69,Appartement,Paris 13ème
17,750113,75013,75013,0,2550,149095211,13321,0,0,0,SL,1,2,12,3,17,495000,0,0,0,48.5,Appartement,Paris 13ème
18,750117,75017,75017,0,45786,149810813,21740,0,0,0,SL,1,2,6,3,18,495000,1,0,0,50,Appartement,Paris 17ème
0,750120,75020,75020,0,59916,149934331,84713,0,0,équipée,SL,1,2,7,3,0,495000,0,0,0,89,Appartement,Paris 20ème
1,750120,75020,75020,0,309596,149937339,147704,0,0,coin cuisine,SL,1,2,8,3,1,495000,0,0,0,73.41,Appartement,Paris 20ème
11,750112,75012,75012,0,42486,149898325,17313,0,0,américaine,SL,1,1,6,2,11,496000,0,0,0,48.15,Appartement,Paris 12ème
8,750117,75017,75017,0,223684,149797763,253002,0,0,équipée,SL,1,2,7,3,8,496000,0,0,0,42,Appartement,Paris 17ème
13,750105,75005,75005,0,51213,143757175,29483,0,0,aucune,BD,3,1,9,2,13,497000,0,0,0,33,Appartement,Paris 5ème
9,750113,75013,75013,0,241871,148878109,270282,0,0,0,SL,1,1,5,2,9,497000,1,0,0,50,Appartement,Paris 13ème
10,750112,75012,75012,0,1722,147766805,3451,0,0,séparée,SL,1,1,9,2,10,498000,0,0,0,44.82,Appartement,Paris 12ème
11,750112,75012,75012,0,110004,147769823,165575,0,0,0,SL,1,1,5,2,11,498000,0,0,0,44.82,Appartement,Paris 12ème
12,750117,75017,75017,0,12216,149798123,3820,0,0,séparée,SL,1,1,4,2,12,498750,0,0,0,49,Appartement,Paris 17ème
13,750119,75019,75019,0,244954,145245489,272280,0,0,américaine équipée,SL,1,1,7,2,13,499000,0,0,0,48,Appartement,Paris 19ème
15,750114,75014,75014,0,40583,148147023,26904,0,0,séparée équipée,SL,1,1,10,2,15,499000,0,0,0,53.43,Appartement,Paris 14ème
16,750112,75012,75012,0,73419,149162269,41982,0,0,aucune,SL,1,1,12,2,16,499000,0,0,0,46,Appartement,Paris 12ème
17,750117,75017,75017,0,41527,148903605,26461,0,0,séparée,SL,1,1,7,2,17,499000,0,0,0,47,Appartement,Paris 17ème
18,750117,75017,75017,0,66100,149590705,82003,0,0,séparée,SL,1,1,7,2,18,499000,0,0,0,46,Appartement,Paris 17ème
3,750112,75012,75012,0,1858,147584483,145489,0,0,américaine équipée,SL,1,1,12,2,3,499000,0,0,0,48,Appartement,Paris 12ème
1,750110,75010,75010,0,103740,148946315,155648,0,0,séparée,SL,1,1,7,2,1,499000,0,0,0,47,Appartement,Paris 10ème
2,750110,75010,75010,0,56957,149957137,102290,0,0,américaine équipée,SL,1,1,7,3,2,499000,0,0,0,46,Appartement,Paris 10ème
3,750112,75012,75012,0,332862,147750221,395989,0,0,séparée,SL,1,1,2,3,3,499000,0,0,0,57,Appartement,Paris 12ème
15,750116,75016,75016,0,27946,147471977,323545,0,0,séparée,SL,1,1,10,2,15,499000,0,0,0,54,Appartement,Paris 16ème
16,750120,75020,75020,0,117608,147958019,163676,0,0,séparée,SL,1,1,6,2,16,499000,1,0,0,54.37,Appartement,Paris 20ème
17,750114,75014,75014,0,353564,149124615,404019,0,0,américaine équipée,SL,1,1,7,2,17,499000,0,0,0,42,Appartement,Paris 14ème
18,750112,75012,75012,0,247290,149364357,273221,0,0,séparée équipée,SL,1,1,8,2,18,499000,1,0,0,53,Appartement,Paris 12ème
0,750112,75012,75012,0,104135,149892015,102964,0,0,séparée,SL,1,1,9,2,0,499000,0,0,0,49,Appartement,Paris 12ème
1,750104,75004,75004,0,120343,148390757,179213,0,0,aucune,SL,1,1,7,2,1,499000,0,0,0,36.3,Appartement,Paris 4ème
12,750113,75013,75013,0,341959,147129893,405803,0,0,séparée,SL,1,2,3,3,12,499000,0,0,0,69,Appartement,Paris 13ème
10,750113,75013,75013,0,28592,146559845,6921,0,0,0,SL,1,2,9,3,10,499000,0,0,0,69,Appartement,Paris 13ème
13,750113,75013,75013,0,48216,145205369,24337,0,0,aucune,SL,1,2,10,3,13,499000,0,0,0,70,Appartement,Paris 13ème
14,750119,75019,75019,0,67279,146907011,5506,0,0,américaine,SL,1,2,8,3,14,499000,0,0,0,67.88,Appartement,Paris 19ème
19,750117,75017,75017,0,68227,148787961,90660,0,0,équipée,SL,1,2,8,3,19,499000,0,0,0,52.61,Appartement,Paris 17ème
12,750119,75019,75019,0,114235,144344975,169961,0,0,séparée équipée,SL,1,3,10,4,12,499000,1,0,0,87,Appartement,Paris 19ème
2,750103,75003,75003,0,348792,149500133,282731,0,0,0,SL,1,1,7,2,2,499500,0,0,0,34,Appartement,Paris 3ème
4,750117,75017,75017,0,223684,149999107,253002,0,0,0,SL,1,2,7,3,4,499500,0,0,0,53.06,Appartement,Paris 17ème
8,750111,75011,75011,0,108390,145648655,162788,0,0,américaine,SL,1,1,4,2,8,500000,0,0,0,54,Appartement,Paris 11ème
9,750116,75116,75116,0,117245,148764995,171783,0,0,équipée,SL,1,1,4,2,9,500000,0,0,0,38,Appartement,Paris 16ème
10,750119,75019,75019,0,102521,148783877,153344,0,0,aucune,SL,1,1,7,2,10,500000,0,0,0,52,Appartement,Paris 19ème
11,750115,75015,75015,0,101540,150015993,152019,0,0,séparée,SL,1,1,10,2,11,500000,0,0,0,54.26,Appartement,Paris 15ème
13,750116,75016,75016,0,334288,150130949,397606,0,0,séparée équipée,SL,1,1,8,2,13,500000,1,0,0,50,Appartement,Paris 16ème
15,750115,75015,75015,0,347512,150233907,412456,0,0,0,SL,1,1,7,2,15,500000,0,0,0,45,Appartement,Paris 15ème
3,750117,75017,75017,0,46293,147682019,22485,0,0,séparée équipée,SL,1,2,13,3,3,500000,1,0,0,66.62,Appartement,Paris 17ème
15,750117,75017,75017,0,46699,149207109,26451,0,0,séparée équipée,SL,1,2,11,3,15,500000,0,0,0,49,Appartement,Paris 17ème
7,750111,75011,75011,0,4055,147511851,3514,0,0,séparée,SL,1,2,10,3,7,500000,0,0,0,45,Appartement,Paris 11ème
12,750117,75017,75017,0,27818,150055225,1207,0,0,équipée,SL,1,2,5,3,12,500000,0,0,0,42,Appartement,Paris 17ème
14,750113,75013,75013,0,245289,147302793,271618,0,0,coin cuisine équipé,SL,1,2,8,3,14,500000,0,0,0,61,Appartement,Paris 13ème
16,750114,75014,75014,0,99009,147367805,147173,0,0,séparée équipée,SL,1,1,7,2,16,504000,0,0,0,45,Appartement,Paris 14ème
17,750120,75020,75020,0,357060,150227185,422728,0,0,séparée,SL,1,2,8,3,17,504500,0,0,0,54,Appartement,Paris 20ème
4,750119,75019,75019,0,115093,149891673,14532,0,0,0,SL,1,1,10,2,4,505000,1,0,0,49,Appartement,Paris 19ème
18,750115,75015,75015,0,46293,148900091,22485,0,0,séparée,SL,1,1,11,2,18,505000,1,0,0,61.96,Appartement,Paris 15ème
19,750110,75010,75010,0,36351,149638139,21448,0,0,0,SL,1,1,12,3,19,505000,0,0,0,46,Appartement,Paris 10ème
19,750120,75020,75020,0,240479,149182235,269208,0,0,séparée équipée,SL,1,2,9,3,19,505000,0,0,0,54,Appartement,Paris 20ème
0,750120,75020,75020,0,98845,149964415,147703,0,0,équipée,SL,1,2,7,3,0,505000,0,0,0,54.35,Appartement,Paris 20ème
16,750118,75018,75018,0,49829,148739413,28309,0,0,équipée,SL,1,1,10,2,16,506000,0,0,0,32.4,Appartement,Paris 18ème
1,750115,75015,75015,0,119630,149851055,178377,0,0,coin cuisine équipé,SL,1,1,6,2,1,506000,0,0,0,49,Appartement,Paris 15ème
2,750119,75019,75019,0,336415,146419409,392564,0,0,0,SL,1,2,7,3,2,506520,1,0,0,69,Appartement,Paris 19ème
14,750120,75020,75020,0,102936,135271925,153740,0,0,américaine,SL,1,1,3,2,14,509000,0,0,0,50.12,Appartement,Paris 20ème
4,750116,75016,75016,0,28742,149641549,26031,0,0,séparée,SL,1,1,4,2,4,509000,0,0,0,35.46,Appartement,Paris 16ème
3,750119,75019,75019,0,109267,147322173,164434,0,0,équipée,SL,1,2,8,3,3,509000,1,0,0,58,Appartement,Paris 19ème
17,750116,75016,75016,0,247631,149611415,273385,0,0,américaine,SL,1,1,10,2,17,509250,0,0,0,45,Appartement,Paris 16ème
11,750117,75017,75017,0,253166,148226621,275294,0,0,équipée,SL,1,1,13,3,11,509900,0,0,0,41.8,Appartement,Paris 17ème
0,750106,75006,75006,0,98582,147067299,147019,0,0,séparée équipée,SL,1,1,17,2,0,510000,0,0,0,32,Appartement,Paris 6ème
6,750111,75011,75011,0,73419,144976795,41982,0,0,coin cuisine,SL,1,1,13,2,6,510000,0,0,0,45,Appartement,Paris 11ème
7,750118,75018,75018,0,119630,146333385,178377,0,0,0,SL,1,1,8,2,7,510000,0,0,0,49,Appartement,Paris 18ème
9,750107,75007,75007,0,290511,148480341,332488,0,0,américaine,SL,1,1,9,2,9,510000,0,0,0,36,Appartement,Paris 7ème
11,750117,75017,75017,0,85817,149201583,123925,0,0,séparée,SL,1,1,6,2,11,510000,0,0,0,45.76,Appartement,Paris 17ème
12,750115,75015,75015,0,118411,149483585,99763,0,0,équipée,SL,1,1,8,2,12,510000,0,0,0,46,Appartement,Paris 15ème
15,750111,75011,75011,0,74968,150097197,100076,0,0,séparée équipée,SL,1,1,7,3,15,510000,0,0,0,42,Appartement,Paris 11ème
17,750102,75002,75002,0,42429,150178981,18750,0,0,séparée,SL,1,1,5,2,17,510000,0,0,0,37.62,Appartement,Paris 2ème
18,750118,75018,75018,0,12089,150183271,3765,0,0,séparée,SL,1,1,13,2,18,510000,1,0,0,45.68,Appartement,Paris 18ème
5,750108,75008,75008,0,6077,139388279,4144,0,0,0,SL,1,2,6,4,5,510000,0,0,0,94.08,Appartement,Paris 8ème
10,750113,75013,75013,0,27582,148701369,2102,0,0,séparée équipée,SL,1,2,7,3,10,510000,1,0,0,51.09,Appartement,Paris 13ème
13,750120,75020,75020,0,247290,148502141,273221,0,0,séparée,SL,1,2,9,3,13,510000,0,0,0,66,Appartement,Paris 20ème
14,750110,75010,75010,0,103740,150043891,155648,0,0,séparée,SL,1,2,7,3,14,510000,0,0,0,56,Appartement,Paris 10ème
16,750120,75020,75020,0,182718,150155897,230250,0,0,séparée équipée,SL,1,2,7,3,16,510000,0,0,0,54.35,Appartement,Paris 20ème
1,750111,75011,75011,0,4055,148933807,3514,0,0,séparée,SL,1,1,15,2,1,511000,1,0,0,48,Appartement,Paris 11ème
5,750119,75019,75019,0,115093,149891675,14532,0,0,0,SL,1,1,10,2,5,512000,0,0,0,51,Appartement,Paris 19ème
0,750110,75010,75010,0,170542,137875617,202312,0,0,séparée,SL,1,2,5,3,0,513000,0,0,0,50.1,Appartement,Paris 10ème
1,750115,75015,75015,0,42723,140779609,150870,0,0,séparée,SL,1,1,9,2,1,514000,0,0,0,53.11,Appartement,Paris 15ème
8,750112,75012,75012,0,42486,150092883,17313,0,0,0,SL,1,2,7,3,8,514000,0,0,0,44.05,Appartement,Paris 12ème
4,750101,75001,75001,0,1029,148168593,2151,0,0,0,SL,1,1,9,2,4,514500,0,0,0,40.04,Appartement,Paris 1er
2,750113,75013,75013,0,88647,139413559,133256,0,0,équipée,SL,1,1,6,2,2,514500,1,0,0,47.9,Appartement,Paris 13ème
3,750107,75007,75007,0,342520,149538255,406068,0,0,séparée,SL,1,1,4,3,3,514500,0,0,0,34.3,Appartement,Paris 7ème
18,750108,75008,75008,0,118858,140098591,169433,0,0,séparée équipée,SL,1,1,4,2,18,514900,0,0,0,40,Appartement,Paris 8ème
14,750107,75007,75007,0,82146,143128877,119430,0,0,américaine,SL,1,1,12,2,14,515000,0,0,0,38,Appartement,Paris 7ème
3,750112,75012,75012,0,240479,150248819,269208,0,0,séparée équipée,SL,1,1,9,2,3,515000,0,0,0,40.74,Appartement,Paris 12ème
5,750107,75007,75007,0,128830,144375669,187696,0,0,américaine,SL,1,1,12,2,5,515000,0,0,0,38,Appartement,Paris 7ème
4,750105,75005,75005,0,276365,141035579,319164,0,0,coin cuisine équipé,SL,1,1,9,2,4,515000,0,0,0,38,Appartement,Paris 5ème
5,750108,75008,75008,0,33753,146364949,3402,0,0,américaine,SL,1,1,6,2,5,515000,0,0,0,39.32,Appartement,Paris 8ème
6,750120,75020,75020,0,116625,149263551,173475,0,0,aucune,SL,1,1,9,3,6,515000,0,0,0,54.06,Appartement,Paris 20ème
4,750105,75005,75005,0,78405,136213505,110648,0,0,séparée,SL,1,1,10,4,4,515000,0,0,0,41,Appartement,Paris 5ème
5,750115,75015,75015,0,1993,144120703,3914,0,0,séparée,SL,1,1,7,3,5,515000,1,0,0,47,Appartement,Paris 15ème
8,750118,75018,75018,0,35474,149841467,100005,0,0,séparée équipée,SL,1,1,15,2,8,515000,0,0,0,58,Appartement,Paris 18ème
10,750116,75116,75116,0,199130,149947313,239845,0,0,séparée,SL,1,1,7,2,10,515000,0,0,0,46,Appartement,Paris 16ème
11,750112,75012,75012,0,3681,150048379,4928,0,0,américaine,SL,1,1,4,2,11,515000,1,0,0,50,Appartement,Paris 12ème
12,750116,75016,75016,0,83133,150051391,121660,0,0,0,SL,1,1,6,2,12,515000,0,0,0,60,Appartement,Paris 16ème
13,750115,75015,75015,0,90245,150130333,137539,0,0,séparée,SL,1,1,6,2,13,515000,0,0,0,50,Appartement,Paris 15ème
2,750110,75010,75010,0,82294,150007775,119828,0,0,séparée,SL,1,2,6,3,2,515000,1,0,0,48,Appartement,Paris 10ème
13,750114,75014,75014,0,53031,141724891,30523,0,0,séparée,SL,1,2,8,3,13,515000,0,0,0,52,Appartement,Paris 14ème
6,750118,75018,75018,0,41527,149445091,26461,0,0,aucune,SL,1,2,10,3,6,515000,0,0,0,50.5,Appartement,Paris 18ème
7,750118,75018,75018,0,149173,149702727,212364,0,0,séparée,SL,1,2,10,3,7,515000,0,0,0,52,Appartement,Paris 18ème
9,750111,75011,75011,0,5207,149928605,4404,0,0,américaine,SL,1,2,15,3,9,515000,0,0,0,46,Appartement,Paris 11ème
14,750116,75016,75016,0,100631,148637689,150614,0,0,américaine,SL,1,1,23,2,14,515800,0,0,0,47,Appartement,Paris 16ème
19,750113,75013,75013,0,38825,143004179,12038,0,0,0,SL,1,1,1,2,19,516000,1,0,0,43,Appartement,Paris 13ème
6,750119,75019,75019,0,115093,149891677,14532,0,0,0,SL,1,1,10,2,6,517000,1,0,0,49,Appartement,Paris 19ème
15,750110,75010,75010,0,113521,148232013,169653,0,0,équipée,SL,1,1,8,2,15,517000,0,0,0,50,Appartement,Paris 10ème
19,750117,75017,75017,0,81288,141276861,171554,0,0,américaine,SL,1,1,13,3,19,518000,0,0,0,53.8,Appartement,Paris 17ème
16,750120,75020,75020,0,64335,149421739,78516,0,0,0,SL,1,1,12,3,16,518000,0,0,0,50,Appartement,Paris 20ème
17,750120,75020,75020,0,64335,149421741,78516,0,0,0,SL,1,1,15,2,17,518000,0,0,0,50,Appartement,Paris 20ème
18,750112,75012,75012,0,240479,146310233,269208,0,0,équipée,SL,1,1,8,2,18,519000,0,0,0,42,Appartement,Paris 12ème
19,750117,75017,75017,0,28312,148687045,754,0,0,américaine,SL,1,2,4,3,19,519000,0,0,0,57,Appartement,Paris 17ème
14,750120,75020,75020,0,37035,150054855,9019,0,0,séparée,SL,1,1,17,2,14,520000,0,0,0,50.56,Appartement,Paris 20ème
0,750108,75008,75008,0,324429,147408383,377886,0,0,séparée équipée,SL,1,1,12,2,0,520000,0,0,0,35,Appartement,Paris 8ème
1,750117,75017,75017,0,12494,149132537,1921,0,0,équipée,SL,1,1,14,3,1,520000,0,0,0,54,Appartement,Paris 17ème
15,750120,75020,75020,0,258336,149757907,282033,0,0,séparée,SL,1,2,12,3,15,520000,1,0,0,56,Appartement,Paris 20ème
4,750118,75018,75018,0,238206,149689999,268197,0,0,équipée,SL,1,2,10,3,4,520000,0,0,0,63,Appartement,Paris 18ème
11,750119,75019,75019,0,93638,147428559,140587,0,0,séparée équipée,SL,1,2,3,3,11,520000,0,0,0,68,Appartement,Paris 19ème
7,750118,75018,75018,0,47723,147547909,23826,0,0,équipée,SL,1,2,4,3,7,520000,0,0,0,60,Appartement,Paris 18ème
0,750119,75019,75019,0,52648,150094437,48494,0,0,séparée,SL,1,2,10,3,0,520000,0,0,0,66.04,Appartement,Paris 19ème
2,750118,75018,75018,0,238206,150143667,268197,0,0,équipée,SL,1,2,10,3,2,520000,0,0,0,63,Loft/Atelier/Surface,Paris 18ème
3,750120,75020,75020,0,71016,150225001,91000,0,0,américaine équipée,SL,1,2,7,3,3,520000,0,0,0,52,Appartement,Paris 20ème
4,750113,75013,75013,0,341109,150188527,402168,0,0,aucune,SL,1,1,10,2,4,523000,0,0,0,40,Appartement,Paris 13ème
5,750114,75014,75014,0,32681,149330445,712,0,0,équipée,SL,1,1,22,2,5,525000,1,0,0,52,Appartement,Paris 14ème
4,750117,75017,75017,0,78522,149298085,110771,0,0,séparée équipée,SL,1,1,9,3,4,525000,0,0,0,45,Appartement,Paris 17ème
9,750118,75018,75018,0,59465,147740061,62005,0,0,séparée,SL,1,1,6,3,9,525000,1,0,0,53,Appartement,Paris 18ème
6,750116,75016,75016,0,28113,148554041,4544,0,0,aucune,SL,1,1,5,3,6,525000,0,0,0,55,Appartement,Paris 16ème
7,750117,75017,75017,0,79256,150023533,97309,0,0,séparée,SL,1,1,8,2,7,525000,0,0,0,44,Appartement,Paris 17ème
8,750118,75018,75018,0,116480,146850557,172499,0,0,séparée,SL,1,1,9,2,8,525000,0,0,0,49,Appartement,Paris 18ème
15,750103,75003,75003,0,240084,142968959,365,0,0,séparée,SL,1,1,12,2,15,525000,0,0,0,43,Appartement,Paris 3ème
5,750103,75003,75003,0,75899,131708365,105949,0,0,américaine équipée,SL,1,1,8,2,5,525000,0,0,0,35.25,Appartement,Paris 3ème
6,750112,75012,75012,0,108118,136969197,161158,0,0,américaine,SL,1,1,8,3,6,525000,0,0,0,48,Appartement,Paris 12ème
7,750106,75006,75006,0,116308,134567647,170507,0,0,américaine équipée,SL,1,1,16,2,7,525000,0,0,0,43,Appartement,Paris 6ème
8,750116,75016,75016,0,119630,144771867,178377,0,0,0,SL,1,1,6,3,8,525000,0,0,0,49,Appartement,Paris 16ème
9,750116,75016,75016,0,173447,148819713,220006,0,0,américaine équipée,SL,1,1,17,2,9,525000,0,0,0,47.14,Appartement,Paris 16ème
10,750116,75016,75016,0,255560,148901101,264022,0,0,américaine équipée,SL,1,1,7,2,10,525000,0,0,0,47,Appartement,Paris 16ème
11,750115,75015,75015,0,116308,149141947,170507,0,0,américaine,SL,1,1,11,2,11,525000,0,0,0,42.3,Appartement,Paris 15ème
12,750107,75007,75007,0,88663,149216109,133654,0,0,américaine,SL,1,1,9,2,12,525000,0,0,0,34.29,Appartement,Paris 7ème
13,750107,75007,75007,0,110591,149330771,166634,0,0,séparée,BD,3,1,8,2,13,525000,0,0,0,34.29,Appartement,Paris 7ème
15,750103,75003,75003,0,34051,149768541,7643,0,0,aucune,SL,1,1,10,2,15,525000,0,0,0,30,Appartement,Paris 3ème
17,750118,75018,75018,0,69483,150132799,97540,0,0,séparée équipée,SL,1,1,8,3,17,525000,0,0,0,44.79,Appartement,Paris 18ème
18,750111,75011,75011,0,111124,150235799,167461,0,0,équipée,SL,1,1,5,2,18,525000,0,0,0,50.89,Appartement,Paris 11ème
6,750112,75012,75012,0,358887,149718997,416903,0,0,séparée,SL,1,2,4,3,6,525000,0,0,0,54,Appartement,Paris 12ème
6,750111,75011,75011,0,1858,148858449,145489,0,0,américaine équipée,SL,1,2,7,3,6,525000,0,0,0,43,Appartement,Paris 11ème
1,750119,75019,75019,0,324429,148963787,377886,0,0,séparée équipée,SL,1,2,10,3,1,525000,1,0,0,57,Appartement,Paris 19ème
14,750110,75010,75010,0,219383,149433863,258439,0,0,séparée,SL,1,2,9,3,14,525000,0,0,0,57.78,Appartement,Paris 10ème
16,750118,75018,75018,0,78005,149991375,109742,0,0,0,SL,1,2,6,3,16,525000,0,0,0,48,Appartement,Paris 18ème
19,750112,75012,75012,0,1858,145177819,145489,0,0,équipée,SL,1,1,7,2,19,526000,1,0,0,52,Appartement,Paris 12ème
